DLL Page Link,DLL Identifier,Record title,Creator,Source Edition,Source,Publisher,Repository Source,Access Date,rights,DLL Author,DLL Work Reference
https://catalog.digitallatin.org/dll-web-page/WP2287,WP2287,Antiquitates Rerum Divinarum,Marcus Terentius Varro,"M. Terentius Varro: Antiquitates Rerum Divinarum. Part 1, ed. B. Cardauns, 1976",http://latin.packhum.org/loc/684/4/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Antiquitates Rerum Divinarum
https://catalog.digitallatin.org/dll-web-page/WP1301,WP1301,grammatica (Staberius Eros),Staberius Eros,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/648/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Staberius Eros,Grammatica
https://catalog.digitallatin.org/dll-web-page/WP1307,WP1307,carmina (Quintus Valerius Soranus),Quintus Valerius Soranus,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/678/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Valerius Soranus, Q. (Quintus)",Carmina
https://catalog.digitallatin.org/dll-web-page/WP1302,WP1302,epistulae (Marcus Terentius Varro),Marcus Terentius Varro,"M. Terenti Varronis Saturarum Menippearum Reliquiae, ed. A. Riese, 1865",http://latin.packhum.org/loc/684/12/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Epistulae
https://catalog.digitallatin.org/dll-web-page/WP1304,WP1304,carmina (P. Terentius Varro Atacinus),P. Terentius Varro Atacinus,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/686/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro Atacinus, P. Terentius (Publius Terentius)",Carmina
https://catalog.digitallatin.org/dll-web-page/WP1319,WP1319,iurisprudentia (Servius Sulpicius Rufus),Servius Sulpicius Rufus,"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/656/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Sulpicius Rufus, Servius, -43 B.C.",Iurisprudentia
https://catalog.digitallatin.org/dll-web-page/WP1309,WP1309,carmina Tibulliana [sp.] (Albius Tibullus),Albius Tibullus,"Albii Tibulli Aliorumque Carminum Libri Tres, ed. F. W. Lenz; G. K. Galinsky, 1971",http://latin.packhum.org/loc/660/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,Tibullus,Carmina Tibulliana (dub.)
https://catalog.digitallatin.org/dll-web-page/WP1316,WP1316,carmina (Ticidas),Ticidas,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/661/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Ticidas,Carmina
https://catalog.digitallatin.org/dll-web-page/WP1327,WP1327,grammatica (Marcus Tullius Tiro),Marcus Tullius Tiro,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/662/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Tiro, M. Tullius (Marcus Tullius), 104 B.C. or 103 B.C.-",Grammatica
https://catalog.digitallatin.org/dll-web-page/WP1299,WP1299,iurisprudentia et al. (Gaius Trebatius Testa),Gaius Trebatius Testa,"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/664/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Trebatius Testa, C. (Caius), active 1st century B.C.",Iurisprudentia et al. (Gaius Trebatius Testa)
https://catalog.digitallatin.org/dll-web-page/WP1325,WP1325,de re rustica scripta (Turranius Niger),Turranius Niger,"Scriptorum Romanorum De Re Rustica Reliquiae. Vol. 1, ed. F. Speranza, 1974",http://latin.packhum.org/loc/672/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Turranius Niger, active 1st century B.C.",De Re Rustica Scripta
https://catalog.digitallatin.org/dll-web-page/WP1311,WP1311,carmina (Gaius Valgius Rufus),Gaius Valgius Rufus,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/680/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Valgius Rufus, C.",Carmina (gaius valgius rufus)
https://catalog.digitallatin.org/dll-web-page/WP1321,WP1321,carmina (Lucius Varius Rufus),Lucius Varius Rufus,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/682/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varius Rufus, Lucius",Carmina (lucius varius rufus)
https://catalog.digitallatin.org/dll-web-page/WP1326,WP1326,carmina (Marcus Terentius Varro),Marcus Terentius Varro,"Fragmenta Poetarum Romanorum, ed. E. Baehrens, 1886",http://latin.packhum.org/loc/684/10/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Carmina
https://catalog.digitallatin.org/dll-web-page/WP1300,WP1300,incertae sedis fragmenta (Marcus Terentius Varro),Marcus Terentius Varro,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/684/17/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",incertae sedis fragmenta
https://catalog.digitallatin.org/dll-web-page/WP1294,WP1294,oratio (Servius Sulpicius Rufus),Servius Sulpicius Rufus,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/656/3/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Sulpicius Rufus, Servius, -43 B.C.",Oratio
https://catalog.digitallatin.org/dll-web-page/WP1286,WP1286,"liber ad C. Oppium, fr. (Quintus Aelius Tubero)",Quintus Aelius Tubero,"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/670/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Aelius Tubero, Q. (Quintus)","liber ad C. Oppium, fr."
https://catalog.digitallatin.org/dll-web-page/WP1297,WP1297,"comoedia (Valerius, comoed.)","Valerius, comoed.","I Mimi Romani, ed. M. Bonaria, 1965",http://latin.packhum.org/loc/674/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Valerius, L., active 53 B.C.","comoedia (Valerius, comoed.)"
https://catalog.digitallatin.org/dll-web-page/WP1295,WP1295,tragoediae (Lucius Varius Rufus),Lucius Varius Rufus,"Scaenicae Romanorum Poesis Fragmenta. Vol. 1, ed. O. Ribbeck, 1897",http://latin.packhum.org/loc/682/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varius Rufus, Lucius",Tragoediae (Lucius Varius Rufus)
https://catalog.digitallatin.org/dll-web-page/WP1175,WP1175,fragmenta grammatica (Marcus Terentius Varro),Marcus Terentius Varro,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/684/14/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Fragmenta grammatica
https://catalog.digitallatin.org/dll-web-page/WP1180,WP1180,frr. de historia litterarum (Marcus Terentius Varro),Marcus Terentius Varro,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/684/15/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Fragmenta de historia litterarum
https://catalog.digitallatin.org/dll-web-page/WP1184,WP1184,fragmenta varia (Marcus Terentius Varro),Marcus Terentius Varro,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/684/16/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Fragmenta varia
https://catalog.digitallatin.org/dll-web-page/WP1167,WP1167,epistulae Latinae (Marcus Terentius Varro),Marcus Terentius Varro,"Nonii Marcelli De Conpendiosa Doctrina Libros XX. Vols. 1-3, ed. W. M. Lindsay, 1903",http://latin.packhum.org/loc/684/13/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Epistulae Latinae
https://catalog.digitallatin.org/dll-web-page/WP1115,WP1115,carmen (Sextilius Ena),Sextilius Ena,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/644/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Ena, Sextilius",carmen
https://catalog.digitallatin.org/dll-web-page/WP1107,WP1107,carmina (Sueius),Sueius,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/650/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Sueius,Carmina
https://catalog.digitallatin.org/dll-web-page/WP2917,WP2917,Logistorici,Marcus Terentius Varro,"I Logistorici, ed. E. Bolisani, 1937",http://latin.packhum.org/loc/684/9/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Varro, Marcus Terentius",Logistorici
https://catalog.digitallatin.org/dll-web-page/WP2918,WP2918,Aetna,Appendix Vergiliana,"Appendix Vergiliana, ed. F. R. D. Goodyear, 1966",http://latin.packhum.org/loc/692/4/0,,Packard Humanities Institute,2017-12-07,Fair Use,,Aetna (Appendix Vergiliana)
https://catalog.digitallatin.org/dll-web-page/WP1185,WP1185,orationes (Gaius Memmius L. f.),Gaius Memmius L. f.,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/574/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Memmius, C., approximately 98 B.C.-approximately 46 B.C. ",Orationes
https://catalog.digitallatin.org/dll-web-page/WP1187,WP1187,orationes (Lucius Quinctius),Lucius Quinctius,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/625/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Quinctius, L., approximately 124 B.C.-approximately 51 B.C.",Orationes (Lucius Quinctius)
https://catalog.digitallatin.org/dll-web-page/WP2323,WP2323,Ilias,Ninnius Crassus,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/591/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Ninnius, Crassus",Ilias
https://catalog.digitallatin.org/dll-web-page/WP2321,WP2321,Historiae,Gaius Sallustius Crispus,"C. Sallusti Crispi Historiarum Reliquiae. Vol. 2, ed. B. Maurenbrecher, 1893",http://latin.packhum.org/loc/631/3/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Historiae
https://catalog.digitallatin.org/dll-web-page/WP2320,WP2320,In M. Tullium Ciceronem [sp.],Gaius Sallustius Crispus,"Appendix Sallustiana. Fasc. 2, ed. A. Kurfess, 1970",http://latin.packhum.org/loc/631/8/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,In M. Tullium Ciceronem (dub.)
https://catalog.digitallatin.org/dll-web-page/WP2322,WP2322,De Vita Sua,Marcus Aemilius Scaurus,"Historicorum Romanorum Reliquiae. Vol. 1, ed. H. Peter, 1914",http://latin.packhum.org/loc/640/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Scaurus, Marcus Aemilius",De Vita Sua
https://catalog.digitallatin.org/dll-web-page/WP2327,WP2327,De Familiis Romanis,M. Valerius Messalla Rufus,"Historicorum Romanorum Reliquiae. Vol. 2, ed. H. Peter, 1906",http://latin.packhum.org/loc/576/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Messalla Rufus, M. Valerius",De Familiis Romanis
https://catalog.digitallatin.org/dll-web-page/WP2324,WP2324,Atellanae,Mummius,"Scaenicae Romanorum Poesis Fragmenta. Vol. 2, ed. O. Ribbeck, 1898",http://latin.packhum.org/loc/586/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Mummius,Atellanae
https://catalog.digitallatin.org/dll-web-page/WP2328,WP2328,Atellanae,"Novius, comoed.","Scaenicae Romanorum Poesis Fragmenta. Vol. 2, ed. O. Ribbeck, 1898",http://latin.packhum.org/loc/592/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Novius,atellanae
https://catalog.digitallatin.org/dll-web-page/WP2325,WP2325,Atellanae,Lucius Pomponius Bononiensis,"Scaenicae Romanorum Poesis Fragmenta. Vol. 2, ed. O. Ribbeck, 1898",http://latin.packhum.org/loc/618/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Pomponius, L. (Lucius), Bononiensis",Atellanae
https://catalog.digitallatin.org/dll-web-page/WP2326,WP2326,Historiarum frr. ampliora,Gaius Sallustius Crispus,"C. Sallusti Crispi Catilina, Iugurtha, Fragmenta Ampliora, ed. A. Kurfess, 1957",http://latin.packhum.org/loc/631/4/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Historiarum frr. ampliora
https://catalog.digitallatin.org/dll-web-page/WP2333,WP2333,De Auspiciis,M. Valerius Messalla Rufus,"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/576/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Messalla Rufus, M. Valerius",De Auspiciis
https://catalog.digitallatin.org/dll-web-page/WP2330,WP2330,Ilias,"Naevius, iunior","Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/587/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Naevius, iunior",Ilias Cypria
https://catalog.digitallatin.org/dll-web-page/WP2335,WP2335,Vitae,Cornelius Nepos,"Cornelii Nepotis Vitae cum Fragmentis, ed. P. K. Marshall, 1977",http://latin.packhum.org/loc/588/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Nepos, Cornelius",Vitae
https://catalog.digitallatin.org/dll-web-page/WP2318,WP2318,De Silvestribus Arboribus,Gaius Oppius,"Scriptorum Romanorum De Re Rustica Reliquiae. Vol. 1, ed. F. Speranza, 1974",http://latin.packhum.org/loc/600/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Oppius, C. ",De Silvestribus Arboribus
https://catalog.digitallatin.org/dll-web-page/WP2331,WP2331,Elegiae,Sextus Propertius,"ed. G. P. Goold, forthcoming",http://latin.packhum.org/loc/620/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Propertius, Sextus",Elegiae
https://catalog.digitallatin.org/dll-web-page/WP2336,WP2336,Sententiae,Publilius Syrus,"Publilii Syri Mimi Sententiae, ed. W. Meyer, 1880",http://latin.packhum.org/loc/622/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Publilius, Syrus",Sententiae
https://catalog.digitallatin.org/dll-web-page/WP2319,WP2319,Annales,Quintus Claudius Quadrigarius,"Historicorum Romanorum Reliquiae. Vol. 1, ed. H. Peter, 1914",http://latin.packhum.org/loc/624/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Claudius Quadrigarius, Quintus",Annales
https://catalog.digitallatin.org/dll-web-page/WP2329,WP2329,De Vita Sua,Publius Rutilius Rufus,"Historicorum Romanorum Reliquiae. Vol. 1, ed. H. Peter, 1914",http://latin.packhum.org/loc/628/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Rutilius Rufus, P. (Publius)",De Vita Sua
https://catalog.digitallatin.org/dll-web-page/WP2334,WP2334,Sacra Argeorum,Sacra Argeorum,"M. Terenti Varronis De Linguae Latinae Quae Supersunt, ed. G. Goetz; F. Schoell, 1910",http://latin.packhum.org/loc/630/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,,Sacra Argeorum
https://catalog.digitallatin.org/dll-web-page/WP2332,WP2332,Historiarum frr. e codicibus,Gaius Sallustius Crispus,"C. Sallusti Crispi Catilina, Iugurtha, Fragmenta Ampliora, ed. A. Kurfess, 1957",http://latin.packhum.org/loc/631/5/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Historiarum frr. e codicibus
https://catalog.digitallatin.org/dll-web-page/WP2337,WP2337,Historiarum frr. e papyris,Gaius Sallustius Crispus,"C. Sallusti Crispi Catilina, Iugurtha, Fragmenta Ampliora, ed. A. Kurfess, 1957",http://latin.packhum.org/loc/631/6/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Historiarum frr. e papyris
https://catalog.digitallatin.org/dll-web-page/WP2316,WP2316,Mimi Poetarum Incertorum,Mimi Poetarum Incertorum,"I Mimi Romani, ed. M. Bonaria, 1965",http://latin.packhum.org/loc/584/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,,Mimi Poetarum Incertorum
https://catalog.digitallatin.org/dll-web-page/WP2314,WP2314,Antibucolica,Numitorius,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/596/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Numitorius,Antibucolica
https://catalog.digitallatin.org/dll-web-page/WP2313,WP2313,Catilinae Coniuratio,Gaius Sallustius Crispus,"C. Sallusti Crispi Catilina, Iugurtha, Fragmenta Ampliora, ed. A. Kurfess, 1957",http://latin.packhum.org/loc/631/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Catilinae Coniuratio
https://catalog.digitallatin.org/dll-web-page/WP2317,WP2317,Bellum Iugurthinum,Gaius Sallustius Crispus,"C. Sallusti Crispi Catilina, Iugurtha, Fragmenta Ampliora, ed. A. Kurfess, 1957",http://latin.packhum.org/loc/631/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Bellum Iugurthinum
https://catalog.digitallatin.org/dll-web-page/WP2315,WP2315,Ad Caesarem de Re Publ. [sp.],Gaius Sallustius Crispus,"Appendix Sallustiana. Fasc. 1, ed. A. Kurfess, 1970",http://latin.packhum.org/loc/631/7/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pseudo-Sallust,Ad Caesarem de re publica (dub.)
https://catalog.digitallatin.org/dll-web-page/WP1342,WP1342,orationes (Q. Caecilius Metellus Numid.),Q. Caecilius Metellus Numid.,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/582/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Metellus Numidicus, Q. Caecilius (Quintus Caecilius), active 112 B.C.-91 B.C.",Orationes (Q. Caecilius Metellus Numid.)
https://catalog.digitallatin.org/dll-web-page/WP1343,WP1343,oratio (Q. Pompeius Q.f.Q.n. Rufus),Q. Pompeius Q.f.Q.n. Rufus,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/615/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Pompeius Rufus, Q., active 63 B.C.-51 B.C.",Oratio (Q. Pompeius Q.f.Q.n. Rufus)
https://catalog.digitallatin.org/dll-web-page/WP1338,WP1338,oratio (Publius Saturius),Publius Saturius,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/635/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Saturius, P., active 74 B.C.",Oratio
https://catalog.digitallatin.org/dll-web-page/WP1334,WP1334,"carmina (Manilius, poet.)","Manilius, poet.","Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/562/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Manilius, Lucius","Carmina (manilius, poet.)"
https://catalog.digitallatin.org/dll-web-page/WP1336,WP1336,carmen (Sevius Nicanor),Sevius Nicanor,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/642/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Sevius Nicanor,carmen
https://catalog.digitallatin.org/dll-web-page/WP1337,WP1337,iurisprudentia (Manius Manilius),Manius Manilius,"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/564/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Manilius, M'. (Manius), active 2nd century B.C.",Iurisprudentia (Manius Manilius)
https://catalog.digitallatin.org/dll-web-page/WP1314,WP1314,carmina (Gnaeus Matius),Gnaeus Matius,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/568/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Matius, Cn.",Carmina
https://catalog.digitallatin.org/dll-web-page/WP1324,WP1324,carmina (Gaius Memmius L. f.),Gaius Memmius L. f.,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/574/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Memmius, C., approximately 98 B.C.-approximately 46 B.C. ",Carmina
https://catalog.digitallatin.org/dll-web-page/WP1328,WP1328,fragmenta dubia (Mimi Poetarum Incertorum),Mimi Poetarum Incertorum,"I Mimi Romani, ed. M. Bonaria, 1965",http://latin.packhum.org/loc/584/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,,Fragmenta dubia (Mimi Poetarum Incertorum)
https://catalog.digitallatin.org/dll-web-page/WP1317,WP1317,fragmenta (Cornelius Nepos),Cornelius Nepos,"Cornelii Nepotis Vitae cum Fragmentis, ed. P. K. Marshall, 1977",http://latin.packhum.org/loc/588/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Nepos, Cornelius",Fragmenta
https://catalog.digitallatin.org/dll-web-page/WP1330,WP1330,vitae (Gaius Oppius),Gaius Oppius,"Historicorum Romanorum Reliquiae. Vol. 2, ed. H. Peter, 1906",http://latin.packhum.org/loc/600/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Oppius, C. ",vitae
https://catalog.digitallatin.org/dll-web-page/WP1322,WP1322,epigramma (Pompilius),Pompilius,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/616/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pompilius,Epigramma
https://catalog.digitallatin.org/dll-web-page/WP1329,WP1329,tragoedia (Pompilius),Pompilius,"Scaenicae Romanorum Poesis Fragmenta. Vol. 1, ed. O. Ribbeck, 1897",http://latin.packhum.org/loc/616/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,Pompilius,Tragoedia
https://catalog.digitallatin.org/dll-web-page/WP1331,WP1331,tragoediae (Santra),Santra,"Scaenicae Romanorum Poesis Fragmenta. Vol. 1, ed. O. Ribbeck, 1897",http://latin.packhum.org/loc/634/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Santra,Tragoediae
https://catalog.digitallatin.org/dll-web-page/WP1182,WP1182,grammatica (Publius Nigidius Figulus),Publius Nigidius Figulus,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/590/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Nigidius Figulus, Publius",Grammatica
https://catalog.digitallatin.org/dll-web-page/WP1170,WP1170,oratio (Lucius Novius),Lucius Novius,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/594/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Novius, L. (Lucius)",Oratio
https://catalog.digitallatin.org/dll-web-page/WP1191,WP1191,orationes (Lucius Marcius Philippus),Lucius Marcius Philippus,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/606/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Marcius Philippus, L. (Lucius), approximately 136 B.C.-approximately 76 B.C.",Orationes (Lucius Marcius Philippus)
https://catalog.digitallatin.org/dll-web-page/WP1177,WP1177,mimi (Publilius Syrus),Publilius Syrus,"I Mimi Romani, ed. M. Bonaria, 1965",http://latin.packhum.org/loc/622/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Publilius, Syrus",mimi
https://catalog.digitallatin.org/dll-web-page/WP1181,WP1181,"iurisprudentia, fragmenta (Q. Mucius Scaevola [pontifex])",Q. Mucius Scaevola [pontifex],"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/638/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Scaevola, Quintus Mucius, -82 B.C.","Iurisprudentia, fragmenta (Q. Mucius Scaevola [pontifex])"
https://catalog.digitallatin.org/dll-web-page/WP1193,WP1193,orationes (Marcus Aemilius Scaurus),Marcus Aemilius Scaurus,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/640/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Scaurus, Marcus Aemilius",Orationes
https://catalog.digitallatin.org/dll-web-page/WP1166,WP1166,oratio (Q. Pompeius Q.f.A.n. Rufus),Q. Pompeius Q.f.A.n. Rufus,"Oratorum Romanorum Fragmenta Liberae Rei Publicae. Vol. 1, ed. E. Malcovati, 1953",http://latin.packhum.org/loc/614/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Pompeius Rufus, Q. (Quintus), -88 B.C.",Oratio (Q. Pompeius Q.f.A.n. Rufus)
https://catalog.digitallatin.org/dll-web-page/WP1165,WP1165,grammatica (Santra),Santra,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/634/2/0,,Packard Humanities Institute,2017-12-07,Fair Use,Santra,Grammatica
https://catalog.digitallatin.org/dll-web-page/WP1116,WP1116,carmina (Quintus Mucius Scaevola),Quintus Mucius Scaevola,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/636/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Scaevola, Quintus Mucius",Carmina (quintus mucius scaevola)
https://catalog.digitallatin.org/dll-web-page/WP1190,WP1190,grammatica (Lucius Cincius),Lucius Cincius,"Grammaticae Romanae Fragmenta, ed. G. Funaioli, 1907",http://latin.packhum.org/loc/484/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Cincius, L. (Lucius)",Grammatica
https://catalog.digitallatin.org/dll-web-page/WP2338,WP2338,De Rerum Natura,Egnatius,"Fragmenta Poetarum Latinorum Epicorum et Lyricorum praeter Ennium et Lucilium, ed. W. Morel, 1927",http://latin.packhum.org/loc/514/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,Egnatius,De Rerum Natura
https://catalog.digitallatin.org/dll-web-page/WP2347,WP2347,De Verbis ad Ius Civile,Gaius Aelius Gallus,"Iurisprudentiae Anteiustinianae Reliquiae. Vol. 1, ed. P. E. Huschke; E. Seckel; B. Kübler, 1908",http://latin.packhum.org/loc/522/1/0,,Packard Humanities Institute,2017-12-07,Fair Use,"Gallus, C. Aelius, active 1st century B.C.?",De Verbis ad Ius Civile
