DLL Page Link,DLL Identifier,Record title,Creator,Source Edition,Source,Publisher,Repository Source,Access Date,rights,DLL Author,DLL Work Reference
https://catalog.digitallatin.org/dll-web-page/WP1919,WP1919,De principe,"Platina (Bartolomeo Sacchi, detto il)",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000358&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Platina, 1421-1481",De principe
https://catalog.digitallatin.org/dll-web-page/WP1926,WP1926,De remediis utriusque fortune,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000299&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",De remediis utriusque fortune
https://catalog.digitallatin.org/dll-web-page/WP1935,WP1935,De specierum scrutinio,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000924&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",De specierum scrutinio
https://catalog.digitallatin.org/dll-web-page/WP1925,WP1925,De triplici minimo et mensura,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000638&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",De triplici minimo et mensura
https://catalog.digitallatin.org/dll-web-page/WP1929,WP1929,De umbris idearum,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000481&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",De umbris idearum
https://catalog.digitallatin.org/dll-web-page/WP1934,WP1934,De verbis romanae locutionis,Biondo Flavio,,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000585&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Biondo, Flavio, 1392-1463",De verbis romanae locutionis
https://catalog.digitallatin.org/dll-web-page/WP1923,WP1923,De vita et moribus d. Francisci Petracchi,"Boccaccio, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001178&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2007,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Boccaccio, Giovanni, 1313-1375",De vita et moribus d. Francisci Petracchi
https://catalog.digitallatin.org/dll-web-page/WP1928,WP1928,De vita solitaria,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000473&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",De vita solitaria
https://catalog.digitallatin.org/dll-web-page/WP1924,WP1924,Elegie,"Sannazaro, Iacopo",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000593&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2005,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Sannazaro, Jacopo",Elegie
https://catalog.digitallatin.org/dll-web-page/WP1932,WP1932,Epystolae familiares (Testo gamma),"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001153&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Epystolae familiares (Testo gamma)
https://catalog.digitallatin.org/dll-web-page/WP1920,WP1920,Epystole metrice,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000435&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Epystole metrice
https://catalog.digitallatin.org/dll-web-page/WP1930,WP1930,Epystole sine nomine,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001504&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Epystole sine nomine
https://catalog.digitallatin.org/dll-web-page/WP1918,WP1918,Figuratio Aristotelici Physici auditus,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001141&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",Figuratio Aristotelici Physici auditus
https://catalog.digitallatin.org/dll-web-page/WP1921,WP1921,Liber Maiolichinus,"Giovanni, da Ravenna, 1343-1408",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000029&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Giovanni, da Ravenna, 1343-1408",Liber Maiolichinus
https://catalog.digitallatin.org/dll-web-page/WP1931,WP1931,Lirica latina,"Ariosto, Ludovico",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001517&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Ariosto, Lodovico, 1474-1533",Lirica latina
https://catalog.digitallatin.org/dll-web-page/WP1938,WP1938,De magia mathematica,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000442&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",De magia mathematica
https://catalog.digitallatin.org/dll-web-page/WP1913,WP1913,"De monade, numero et figura","Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001402&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600","De monade, numero et figura"
https://catalog.digitallatin.org/dll-web-page/WP1910,WP1910,De porcaria conjuratione,"Alberti, Leon Battista",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000530&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Alberti, Leon Battista, 1404-1472",De porcaria conjuratione
https://catalog.digitallatin.org/dll-web-page/WP1907,WP1907,De sui ipsius et multorum ignorantia,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001685&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",De sui ipsius et multorum ignorantia
https://catalog.digitallatin.org/dll-web-page/WP1917,WP1917,De T. Livio,"Boccaccio, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001289&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2007,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Boccaccio, Giovanni, 1313-1375",De T. Livio
https://catalog.digitallatin.org/dll-web-page/WP1939,WP1939,De viris illustribus,"Pio II, papa",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001150&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Pius II, Pope",De viris illustribus
https://catalog.digitallatin.org/dll-web-page/WP1937,WP1937,"Duodecim regulae, Duodecim arma, Duodecim conditiones amantis","Pico della Mirandola, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001051&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Pico della Mirandola, Giovanni","Duodecim regulae, Duodecim arma, Duodecim conditiones amantis"
https://catalog.digitallatin.org/dll-web-page/WP1904,WP1904,Epystole extravagantes,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001367&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Epystole extravagantes
https://catalog.digitallatin.org/dll-web-page/WP1911,WP1911,Epystole familiares,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000255&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Epystole familiares
https://catalog.digitallatin.org/dll-web-page/WP1902,WP1902,Fabula Zapelleti,"Loschi, Antonio",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001235&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Loschi, Antonio, -1441",Fabula Zapelleti
https://catalog.digitallatin.org/dll-web-page/WP1908,WP1908,Facetiae,"Bracciolini, Poggio",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001358&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bracciolini, Poggio",Facetiae
https://catalog.digitallatin.org/dll-web-page/WP1899,WP1899,Genealogie deorum gentilium libri,"Boccaccio, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000673&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Boccaccio, Giovanni, 1313-1375",Genealogie deorum gentilium libri
https://catalog.digitallatin.org/dll-web-page/WP1901,WP1901,Il processo di Pico della Mirandola,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001292&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",Il processo di Pico della Mirandola
https://catalog.digitallatin.org/dll-web-page/WP1906,WP1906,In orationem Dominicam expositio,"Pico della Mirandola, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001416&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Pico della Mirandola, Giovanni",In orationem Dominicam expositio
https://catalog.digitallatin.org/dll-web-page/WP1898,WP1898,Invective in Laurentium Vallam,"Facio, Bartolomeo",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000814&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2005,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Facio, Bartolomeo, -1457",Invective in Laurentium Vallam
https://catalog.digitallatin.org/dll-web-page/WP1900,WP1900,Translatio Ionis a Platone,"Ficino, Marsilio",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000360&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Ficino, Marsilio, 1433-1499",Translatio Ionis a Platone
https://catalog.digitallatin.org/dll-web-page/WP1905,WP1905,Itinerarium ad sepulcrum Domini,"Valla, Lorenzo",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000900&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Valla, Lorenzo, 1407-1457",Itinerarium ad sepulcrum Domini
https://catalog.digitallatin.org/dll-web-page/WP1912,WP1912,Liber Johannis de Ravenna de primo eius introitu ad aulam,"Giovanni, da Ravenna, 1343-1408",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000211&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2005,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Giovanni, da Ravenna, 1343-1408",Liber Johannis de Ravenna de primo eius introitu ad aulam
https://catalog.digitallatin.org/dll-web-page/WP1903,WP1903,Momus,"Alberti, Leon Battista",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000011&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Alberti, Leon Battista, 1404-1472",Momus
https://catalog.digitallatin.org/dll-web-page/WP1909,WP1909,Mordentius et de Mordentii circino,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000377&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",Mordentius et de Mordentii circino
https://catalog.digitallatin.org/dll-web-page/WP1880,WP1880,De otio religioso,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001647&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",De otio religioso
https://catalog.digitallatin.org/dll-web-page/WP1879,WP1879,De somnii interpretatione,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001586&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",De somnii interpretatione
https://catalog.digitallatin.org/dll-web-page/WP1914,WP1914,De viris illustribus,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000913&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",De viris illustribus
https://catalog.digitallatin.org/dll-web-page/WP1881,WP1881,Dialogi duo de poetis nostrorum temporum,"Giraldi, Lilio Gregorio",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001131&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Giraldi, Lilio Gregorio, 1479-1552",Dialogi duo de poetis nostrorum temporum
https://catalog.digitallatin.org/dll-web-page/WP1915,WP1915,Egloghe,"Alighieri, Dante",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000808&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Dante Alighieri, 1265-1321",Egloghe
https://catalog.digitallatin.org/dll-web-page/WP1916,WP1916,Oratio in principio studii,"Valla, Lorenzo",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001088&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Valla, Lorenzo, 1407-1457",Oratio in principio studii
https://catalog.digitallatin.org/dll-web-page/WP1886,WP1886,Buccolicum Carmen,"Boccaccio, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001461&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2007,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Boccaccio, Giovanni, 1313-1375",Buccolicum Carmen
https://catalog.digitallatin.org/dll-web-page/WP1887,WP1887,Constitutum legis pisanae civitatis,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000828&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Constitutum legis pisanae civitatis
https://catalog.digitallatin.org/dll-web-page/WP1884,WP1884,De Arte Poetica,"Conti, Antonio Maria",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000144&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Conti, Antonio, 1677-1749",De Arte Poetica
https://catalog.digitallatin.org/dll-web-page/WP1885,WP1885,De laboribus Herculis,"Salutati, Coluccio",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000478&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Salutati, Coluccio, 1331-1406",De laboribus Herculis
https://catalog.digitallatin.org/dll-web-page/WP2066,WP2066,Adversus libellum De Ente et Uno. Obiectiones et Responsiones,"Pico della Mirandola, Giovanni",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001094&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2006,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Pico della Mirandola, Giovanni",Adversus libellum De Ente et Uno. Obiectiones et Responsiones
https://catalog.digitallatin.org/dll-web-page/WP2062,WP2062,Animadversiones in lampadem Lullianam,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit000667&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",Animadversiones in lampadem Lullianam
https://catalog.digitallatin.org/dll-web-page/WP2060,WP2060,Ars memoriae,"Petrarca, Francesco",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001306&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Petrarca, Francesco",Ars memoriae
https://catalog.digitallatin.org/dll-web-page/WP2067,WP2067,Cantus Circaeus,"Bruno, Giordano",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001459&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2003,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Bruno, Giordano, 1548-1600",Cantus Circaeus
https://catalog.digitallatin.org/dll-web-page/WP2063,WP2063,Carmina varia (1810),"Leopardi, Giacomo",,http://www.internetculturale.it/jmms/iccuviewer/iccu.jsp?id=oai%3Awww.bibliotecaitaliana.it%3A2%3ANT0001%3Abibit001243&mode=all&teca=BibIt,Roma : Biblioteca Italiana (http://www.bibliotecaitaliana.it) 2004,Biblioteca Digitale Italiana,2018-07-07,CC BY-NC-SA 3.0 IT,"Leopardi, Giacomo, 1798-1837",Carmina varia (1810)
